date,ticker,side,price,shares,reason
2012-02-29,CSAN3.SA,SELL,4.709710597991943,10712,REBAL_DROP
2012-02-29,ABEV3.SA,SELL,6.732326984405518,7555,REBAL_DROP
2012-02-29,RADL3.SA,SELL,2.7762722969055176,20825,REBAL_DROP
2012-02-29,MULT3.SA,SELL,9.409987449645996,4969,REBAL_DROP
2012-02-29,JHSF3.SA,SELL,3.964846611022949,13833,REBAL_DROP
2012-02-29,BEES3.SA,SELL,1.8200359344482424,27371,REBAL_DROP
2012-02-29,SANB3.SA,SELL,4.262506484985352,12509,REBAL_DROP
2012-02-29,MDIA3.SA,SELL,13.05136775970459,3831,REBAL_DROP
2012-02-29,AGRO3.SA,SELL,4.822193622589111,9613,REBAL_DROP
2012-02-29,ELET3.SA,SELL,10.794537544250488,4535,REBAL_DROP
2012-02-29,GOAU3.SA,BUY,9.369187355041504,5392,REBAL_ADD
2012-02-29,PNVL3.SA,BUY,4.297428607940674,11755,REBAL_ADD
2012-02-29,MRFG3.SA,BUY,6.456203937530518,7824,REBAL_ADD
2012-02-29,ITUB3.SA,BUY,6.839055061340332,7386,REBAL_ADD
2012-02-29,BGIP3.SA,BUY,16.477022171020508,3066,REBAL_ADD
2012-02-29,PETR3.SA,BUY,7.322340488433838,6899,REBAL_ADD
2012-02-29,CSNA3.SA,BUY,8.44859504699707,5979,REBAL_ADD
2012-02-29,LEVE3.SA,BUY,7.417352199554443,6811,REBAL_ADD
2012-02-29,GPIV33.SA,BUY,5.25,9622,REBAL_ADD
2012-02-29,GGBR3.SA,BUY,6.315152645111084,7999,REBAL_ADD
2012-02-29,ALPA3.SA,BUY,7.40486478805542,6822,REBAL_ADD
2012-02-29,BBDC3.SA,BUY,5.020256519317627,10063,REBAL_ADD
2012-02-29,COCE3.SA,BUY,20.1298942565918,2509,REBAL_ADD
2012-03-20,GPIV33.SA,SELL,4.809999942779541,9622,TRAIL_STOP
2012-03-23,MRFG3.SA,SELL,6.52963924407959,7824,TRAIL_STOP
2012-03-30,PNVL3.SA,SELL,3.9248454570770255,11755,STOP_LOSS
2012-04-04,PETR3.SA,SELL,6.582647323608398,6899,TRAIL_STOP
